0.291,1.46
0.304,1.33
0.327,1.16
0.288,1.49
0.275,1.64
0.316,1.24
0.325,1.17
0.289,1.48
0.265,1.76
0.290,1.47
0.280,1.58
0.264,1.78
0.297,1.41
0.283,1.54
0.290,1.47
0.287,1.51
0.295,1.43
0.262,1.80
0.334,1.11
0.293,1.44
